style_id,upc_num,gender,collection,size,description,wholesale_price,retail_price,color,country_of_origin,warranty,band_color,band_material,case_material,clasp_type,dial_color,movement_type,water_resistant,max_cart_qty
ES4093,796483278691,Ladies,Perfect Boyfriend,39,FOSSIL / LADIES / PERFECT BOYFRIEND,82.5,165,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Stainless Steel,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
ES4094,796483278707,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE,74.5,149,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Stainless Steel,Stainless Steel,Fold-Over,Blue,Quartz,30m - 100ft - 3atm,10000.0
ES4100,796483294783,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE,74.5,149,Burgundy,Japan - JP,2 - Year International Limited Warranty,Burgundy,Stainless Steel,Stainless Steel,No clasp type reported,Burgundy,Quartz,50m - 160ft - 5atm,10000.0
ES4110,796483294790,Ladies,Perfect Boyfriend,39,FOSSIL / LADIES / PERFECT BOYFRIEND,82.5,165,Burgundy,Japan - JP,2 - Year International Limited Warranty,Burgundy,Stainless Steel,Stainless Steel,No clasp type reported,Burgundy,Quartz,50m - 160ft - 5atm,10000.0
ES4130,796483298002,Ladies,Avondale,33,FOSSIL / LADIES / AVONDALE,57.5,115,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,Buckle,Blue,Quartz,30m - 100ft - 3atm,10000.0
ES4145,796483290136,Ladies,Riley,38,FOSSIL / LADIES / RILEY,69.5,139,Champagne,Japan - JP,2 - Year International Limited Warranty,No color reported,Stainless Steel,Stainless Steel,No clasp type reported,Champagne,Quartz,50m - 160ft - 5atm,10000.0
ES4151,796483307841,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE,54.5,109,Mother of Pearl,Japan - JP,2 - Year International Limited Warranty,Pink,Leather,Stainless Steel,Buckle,Mother Of Pearl,Quartz,30m - 100ft - 3atm,10000.0
ES4185,796483313026,Ladies,Neely,34,FOSSIL / LADIES / NEELY,59.5,119,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4202SET,796483307452,Ladies,Jacqueline Set,36,FOSSIL / LADIES / JACQUELINE SET,79.5,159,White,Japan - JP,2 - Year International Limited Warranty,Pink,Leather,Stainless Steel,Buckle,White,Quartz,30m - 100ft - 3atm,10000.0
ES4206,796483327566,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE,47.5,95,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,White,Quartz,30m - 100ft - 3atm,10000.0
ES4209,796483321007,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE,57.5,115,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,White,Quartz,50m - 160ft - 5atm,10000.0
ES4219,796483327658,Ladies,Perfect Boyfriend,39,FOSSIL / LADIES / PERFECT BOYFRIEND,77.5,155,Green,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Green,Quartz,50m - 160ft - 5atm,10000.0
ES4235,796483320970,Ladies,Caiden,38,FOSSIL / LADIES / CAIDEN,72.5,145,White,Japan - JP,2 - Year International Limited Warranty,White,Silicone,Stainless Steel,Buckle,White,Quartz,50m - 160ft - 5atm,10000.0
ES4243,796483313644,Ladies,Atwater,34,FOSSIL / LADIES / ARTWATER,52.5,105,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4245,796483327641,Ladies,Atwater,35,FOSSIL / LADIES / ATWATER,62.5,125,Grey,Japan - JP,2 - Year International Limited Warranty,Grey,Leather,Stainless Steel,Buckle,Grey,Quartz,50m - 160ft - 5atm,10000.0
ES4260,796483342217,Ladies,Tailor,35,FOSSIL / LADIES / TAILOR 35MM,69.5,139,White,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4262,796483342231,Ladies,Tailor,35,FOSSIL / LADIES / TAILOR 35MM,69.5,139,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Silver,Quartz,50m - 160ft - 5atm,10000.0
ES4263,796483342248,Ladies,Tailor 35Mm,35,FOSSIL / LADIES / TAILOR 35MM,77.5,155,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Gold,Quartz,30m - 100ft - 3atm,10000.0
ES4264,796483342255,Ladies,Tailor,35,FOSSIL / LADIES / TAILOR 35MM,79.5,159,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
ES4274,796483338838,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,60.0,120,Blue,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
ES4287,796483337671,Ladies,Neely,34,FOSSIL / LADIES / NEELY,57.5,115,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,30m - 100ft - 3atm,10000.0
ES4289,796483337695,Ladies,Neely,34,FOSSIL / LADIES / NEELY,67.5,135,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,No clasp type reported,Gold,Quartz,50m - 160ft - 5atm,10000.0
ES4291,796483344860,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,74.5,149,White,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4292,796483344877,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,72.5,145,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Nude,Leather,Stainless Steel,Buckle,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
ES4293,796483344884,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,72.5,145,Champagne,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,Champagne,Quartz,50m - 160ft - 5atm,10000.0
ES4301,796483358065,Ladies,Carlie,35,FOSSIL / LADIES / CARLIE 35MM,70.0,140,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
ES4302,796483358072,Ladies,Carlie,35,FOSSIL / LADIES / CARLIE 35MM,67.5,135,Two-Tone,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,Buckle,Silver,Quartz,30m - 100ft - 3atm,100.0
ES4303,796483358003,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,74.5,149,White,Japan - JP,2 - Year International Limited Warranty,Silver,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4312,796483353206,Ladies,Neely,34,FOSSIL / LADIES / NEELY 34MM,79.5,159,Blue,Japan - JP,2 - Year International Limited Warranty,Blue,Stainless Steel,Stainless Steel,No clasp type reported,Blue,Quartz,50m - 160ft - 5atm,10000.0
ES4313,796483354210,Ladies,Neely,34,FOSSIL / LADIES / NEELY 34MM,67.5,135,Mother Of Pearl,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0
ES4314,796483354296,Ladies,Scarlette,38,FOSSIL / LADIES / SCARLETTE 38MM,62.5,125,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,Fold-Over,Silver,Quartz,50m - 160ft - 5atm,10000.0
ES4315,796483354302,Ladies,Scarlette,38,FOSSIL / LADIES / SCARLETTE 38MM,74.5,149,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
ES4317,796483354241,Ladies,Scarlette Mini,32,FOSSIL / LADIES / SCARLETTE MINI 32MM,65.0,130,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Silver,Quartz,50m - 160ft - 5atm,10000.0
ES4318,796483354258,Ladies,Scarlette Mini,32,FOSSIL / LADIES / SCARLETTE MINI 32MM,70.0,140,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
ES4319,796483354265,Ladies,Scarlette Mini,32,FOSSIL / LADIES / SCARLETTE MINI 32MM,70.0,140,Silver,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,No clasp type reported,Silver,Quartz,50m - 160ft - 5atm,10000.0
ES4322,796483354234,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,69.5,139,Mother Of Pearl,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0
ES4327,796483357945,Ladies,Virginia,30,FOSSIL / LADIES / VIRGINIA 30MM,57.5,115,Mother Of Pearl,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Mother Of Pearl,Quartz,50m - 160ft - 5atm,10000.0
ES4331,796483355071,Ladies,The Commuter 3h Date,34,FOSSIL / LADIES / THE COMMUTER 3H 34MM,57.5,115,White,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4333,796483355095,Ladies,The Commuter 3h Date,34,FOSSIL / LADIES / THE COMMUTER 3H 34MM,67.5,135,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
ES4336SET,796483355118,Ladies,Blane,31,FOSSIL / LADIES / BLANE 32MM,67.5,135,White,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4337SET,796483355125,Ladies,Blane,31,FOSSIL / LADIES / BLANE 32MM,67.5,135,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,Fold-Over,Rose Gold,Quartz,30m - 100ft - 3atm,10000.0
ES4340,796483361560,Ladies,Georgia,26,FOSSIL / LADIES / GEORGIA 26MM,64.5,129,White,Japan - JP,2 - Year International Limited Warranty,Silver,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4341,796483363649,Ladies,Carlie,35,FOSSIL / LADIES / CARLIE 35MM,70.0,140,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,Silver,Quartz,50m - 160ft - 5atm,10000.0
ES4342,796483363656,Ladies,Carlie,35,FOSSIL / LADIES / CARLIE 35MM,70.0,140,Silver,Japan - JP,2 - Year International Limited Warranty,No color reported,Stainless Steel,Stainless Steel,No clasp type reported,Silver,Quartz,50m - 160ft - 5atm,10000.0
ES4343,796483363663,Ladies,Carlie,35,FOSSIL / LADIES / CARLIE 35MM,60.0,120,Tan,Japan - JP,2 - Year International Limited Warranty,Tan,Leather,Stainless Steel,No clasp type reported,Tan,Quartz,50m - 160ft - 5atm,10000.0
ES4344,796483363670,Ladies,Carlie,35,FOSSIL / LADIES / CARLIE 35MM,52.5,105,Silver,Japan - JP,2 - Year International Limited Warranty,Silver,Leather,Stainless Steel,Buckle,Silver,Quartz,30m - 100ft - 3atm,10000.0
ES4345,796483366466,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,62.5,125,Pink,Japan - JP,2 - Year International Limited Warranty,Pink,Leather,Stainless Steel,No clasp type reported,Pink,Quartz,50m - 160ft - 5atm,10000.0
ES4346,796483370111,Ladies,Carlie,35,FOSSIL / LADIES / CARLIE 35MM,82.5,165,Pink,Japan - JP,2 - Year International Limited Warranty,Pink,Stainless Steel,Stainless Steel,No clasp type reported,Pink,Quartz,50m - 160ft - 5atm,10000.0
ES4348,796483369436,Ladies,The Commuter 3 Hand/Date,34,FOSSIL / LADIES / THE COMMUTER 3H 34MM,57.5,115,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4349,796483369443,Ladies,The Commuter 3 Hand/Date,34,FOSSIL / LADIES / THE COMMUTER 3H 34MM,72.5,145,White,Japan - JP,2 - Year International Limited Warranty,Pink,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4350,796483366473,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,77.5,155,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
ES4351SET,796483365704,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,62.5,125,White,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4352,796483369450,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,70.0,140,Cream,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,Cream,Quartz,50m - 160ft - 5atm,10000.0
ES4353,796483369467,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,67.5,135,Cream,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,No clasp type reported,Cream,Quartz,50m - 160ft - 5atm,10000.0
ES4355,796483366497,Ladies,Annette,36,FOSSIL / LADIES / ANNETTE 36MM,62.5,125,White,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4356,796483366503,Ladies,Annette,36,FOSSIL / LADIES / ANNETTE 36MM,67.5,135,White,Japan - JP,2 - Year International Limited Warranty,Pink,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4357,796483366480,Ladies,Annette,36,FOSSIL / LADIES / ANNETTE 36MM,52.5,105,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4359,796483366527,Ladies,Annette,30,FOSSIL / LADIES / ANNETTE 30MM,62.5,125,White,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4360,796483366534,Ladies,Annette,30,FOSSIL / LADIES / ANNETTE 30MM,67.5,135,White,Japan - JP,2 - Year International Limited Warranty,Pink,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4361,796483366510,Ladies,Annette,30,FOSSIL / LADIES / ANNETTE 30MM,52.5,105,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4362,796483369412,Ladies,Scarlette,38,FOSSIL / LADIES / SCARLETTE 38MM,87.5,175,Pink,Japan - JP,2 - Year International Limited Warranty,Pink,Stainless Steel,Stainless Steel,No clasp type reported,Pink,Quartz,50m - 160ft - 5atm,10000.0
ES4363,796483369429,Ladies,Scarlette Mini,34,FOSSIL / LADIES / SCARLETTE 32MM,67.5,135,Champagne,Japan - JP,2 - Year International Limited Warranty,Pink,Stainless Steel,Stainless Steel,No clasp type reported,Champagne,Quartz,50m - 160ft - 5atm,10000.0
ES4364,796483367982,Ladies,Neely,34,FOSSIL / LADIES / NEELY 34MM,74.5,149,Champagne,Japan - JP,2 - Year International Limited Warranty,Champagne,Stainless Steel,Stainless Steel,No clasp type reported,Champagne,Quartz,50m - 160ft - 5atm,10000.0
ES4365,796483367999,Ladies,Neely,34,FOSSIL / LADIES / NEELY 34MM,67.5,135,Rose Gold,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,Rose Gold,Quartz,50m - 160ft - 5atm,10000.0
ES4366,796483368002,Ladies,Neely,34,FOSSIL / LADIES / NEELY 34MM,67.5,135,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,Fold-Over,Gold,Quartz,30m - 100ft - 3atm,10000.0
ES4368,796483367913,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,50.0,100,White,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,White,Quartz,30m - 100ft - 3atm,10000.0
ES4369,796483367920,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,59.5,119,White,Japan - JP,2 - Year International Limited Warranty,Silver,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4370,796483367937,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,57.5,115,Champagne,Japan - JP,2 - Year International Limited Warranty,Black,Leather,Stainless Steel,No clasp type reported,Champagne,Quartz,50m - 160ft - 5atm,10000.0
ES4372,796483369474,Ladies,Scarlette Mini,34,FOSSIL / LADIES / SCARLETTE 32MM,62.5,125,Silver,Japan - JP,2 - Year International Limited Warranty,No color reported,Stainless Steel,Stainless Steel,No clasp type reported,Silver,Quartz,50m - 160ft - 5atm,10000.0
ES4374,796483369481,Ladies,Scarlette Mini,34,FOSSIL / LADIES / SCARLETTE 32MM,62.5,125,Gold,Japan - JP,2 - Year International Limited Warranty,Gold,Stainless Steel,Stainless Steel,No clasp type reported,Gold,Quartz,50m - 160ft - 5atm,10000.0
ES4377,796483381193,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,62.5,125,White,Japan - JP,2 - Year International Limited Warranty,Grey,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4378,796483381209,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,62.5,125,Black,Japan - JP,2 - Year International Limited Warranty,Brown,Leather,Stainless Steel,Buckle,Black,Quartz,50m - 160ft - 5atm,10000.0
ES4383SET,796483381582,Ladies,Neely,34,FOSSIL / LADIES / NEELY 34MM,67.5,135,White,Japan - JP,2 - Year International Limited Warranty,White,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4390,796483385764,Ladies,Annette,30,FOSSIL / LADIES / ANNETTE 30MM,62.5,125,White,Japan - JP,2 - Year International Limited Warranty,Silver,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4391,796483385771,Ladies,Annette,30,FOSSIL / LADIES / ANNETTE 30MM,72.5,145,White,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4393,796483387720,Ladies,Tailor,35,FOSSIL / LADIES / TAILOR 35MM,67.5,135,White,Japan - JP,2 - Year International Limited Warranty,Silver,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4394,796483387737,Ladies,Tailor,35,FOSSIL / LADIES / TAILOR 35MM,67.5,135,White,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4396,796483387713,Ladies,Tailor,35,FOSSIL / LADIES / TAILOR 35MM,77.5,155,White,Japan - JP,2 - Year International Limited Warranty,Two-Tone,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4397,796483391017,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,77.5,155,White,Japan - JP,2 - Year International Limited Warranty,White,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4403,796483388727,Ladies,Annette,30,FOSSIL / LADIES / ANNETTE 30MM,72.5,145,White,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4404,796483391383,Ladies,Neely,34,FOSSIL / LADIES / NEELY 34MM,79.5,159,White,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4405,796483391390,Ladies,Neely,34,FOSSIL / LADIES / NEELY 34MM,72.5,145,Black,Japan - JP,2 - Year International Limited Warranty,Rose Gold,Stainless Steel,Stainless Steel,No clasp type reported,Black,Quartz,50m - 160ft - 5atm,10000.0
ES4408,796483396975,Ladies,Scarlette Mini,32,FOSSIL / LADIES / SCARLETTE 32MM,77.5,155,Green,Japan - JP,2 - Year International Limited Warranty,Green,Stainless Steel,Stainless Steel,No clasp type reported,Green,Quartz,50m - 160ft - 5atm,10000.0
ES4409,796483396968,Ladies,Jacqueline,36,FOSSIL / LADIES / JACQUELINE 36MM,77.5,155,Green,Japan - JP,2 - Year International Limited Warranty,Green,Stainless Steel,Stainless Steel,No clasp type reported,Green,Quartz,50m - 160ft - 5atm,10000.0
ES4410,796483396869,Ladies,Jacqueline,26,FOSSIL / LADIES / JACQUELINEÂ  26MM,59.5,119,White,Japan - JP,2 - Year International Limited Warranty,Blue,Leather,Stainless Steel,No clasp type reported,White,Quartz,50m - 160ft - 5atm,10000.0
ES4411,796483441804,Ladies,Jacqueline,26,FOSSIL / LADIES / JACQUELINE 26MM,59.5,119,Silver,Japan - JP,2 - Year International Limited Warranty,Rose,Leather,Stainless Steel,Buckle,Silver,Quartz,30m - 100ft - 3atm,10000.0
